addr,contract_name,compiler,balance,tx_count,settings,date_verified
0x344bd3872f67d37757b48155ba4666e780fc47b5,DragonFarmer,v0.4.25,0.0547303773346108 Ether,4572,-,5/19/2018
0x94cb815f4b601b00b363b3177b4d8ed8e0eb7cf2,Ccc,v0.4.20,0 Ether,4553,,1/17/2018
0x9022a78192061d3d1048f10016050a3dc7339283,CauldronsMinigamePresale,v0.4.21,0.052478402315 Ether,4552,,3/30/2018
0xef8a560fa19f26982c27c78101545b8fe3018237,EtherTanks,v0.4.20,0.0005 Ether,4546,-,12/29/2017
0x98d454cd76f9d9e5c51ae90f7748618967b76392,OKOToken,v0.4.19,0 Ether,4539,,12/12/2017
0x6F152d5fc00d648604aF67Ce07D9BaEfec4958D4,MyToken,v0.4.18,0 Ether,4537,,11/29/2017
0x9a794dc1939f1d78fa48613b89b8f9d0a20da00e,ABXToken,v0.4.19,0 Ether,4500,,1/12/2018
0x8d659ea48305eaa375121d8dc15ecb15c2fec4c4,EthereumAI,v0.4.21,0 Ether,4499,,3/27/2018
0x4d305c2334c02e44ac592bbea681ba4cc1576de3,RepuX,v0.4.19,0 Ether,4494,,2/7/2018
0x89e9062b160a8d499727baf544bfaf4997dc4ccf,SimpleTGE,v0.4.20,0 Ether,4454,,2/18/2018
0x6f3a995e904c9be5279e375e79f3c30105efa618 (ProverToken),ProofToken,v0.4.17,0 Ether,4439,,1/26/2018
0xb8327f32127afe37a544c52b628653e222a93bad,WizzleInfinityToken,v0.4.19,0 Ether,4425,-,2/1/2018
0x6e3bc8f50d04f7262f5c99f1cbabe502eb5e37f5 (GameFlipTokenSale),MainSale,v0.4.15,0 Ether,4396,,11/29/2017
0xd5527579226e4ebc8864906e49d05d4458ccf47f,Kubera,v0.4.11,0 Ether,4391,-,10/30/2017
0x0db8d8b76bc361bacbb72e2c491e06085a97ab31 (iQeonToken),iQeon,v0.4.19,0 Ether,4388,-,1/6/2018
0x3dc865e42ec1c39093ff531fcfc1b4d502f52b4f,DeepToken,v0.4.15,0 Ether,4380,,3/28/2018
0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a (PrivatixToken),Token,v0.4.17,0 Ether,4380,,10/17/2017
0x4af328c52921706dcb739f25786210499169afe6,SKBToken,v0.4.19,0 Ether,4375,,1/16/2018
0x070c9244a54353a0f9c43670b21856df2cc4e439,MoneyTreeToken,v0.4.17,0 Ether,4372,-,9/27/2017
0x2ef27bf41236bd859a95209e17a43fbd26851f92,MorphToken,v0.4.18,0 Ether,4366,-,5/22/2018
0xe3f4b4a5d91e5cb9435b947f090a319737036312,POPCHAINCASH,v0.4.21,0 Ether,4357,,5/2/2018
0xa76ea481aebdd5703e476cfcb2315d4e014232c1,Crowdsale,v0.4.18,0 Ether,4345,,2/27/2018
0x3293Cc907fdE439B39aEdaF1B982785adaFf186b (TriaToken),TriaToken_v2,v0.4.11,0 Ether,4320,,10/26/2017
0x74f4ef03989702d1a6daeecc23e16e408604e3ff,PGDToken,v0.4.18,0 Ether,4299,-,3/15/2018
0x989af9516c7466fff588121059c7f069a2f5bb49,ERC721Auction,v0.4.21,0 Ether,4298,,3/18/2018
0x2eb927b12f829a1fb56d7bb31bbf3baa947f6d33 (Dcoin),SimpleToken,v0.4.16,0 Ether,4283,-,9/20/2017
0xe73f83fd4c2baeda893016357c6988011d73e027,TokenERC20,v0.4.11,0 Ether,4274,,3/16/2018
0x803a145C977C2F2AC26CdbD165A2D873485fdbd0,TokenERC20,v0.4.16,0 Ether,4269,,10/27/2017
0xc64500dd7b0f1794807e67802f8abbf5f8ffb054,LocusToken,v0.4.21,0 Ether,4260,,5/14/2018
0xe1aee98495365fc179699c1bb3e761fa716bee62,BezantToken,v0.4.23,0 Ether,4257,,5/1/2018
0xf0cf016ce7504ffa257262cc686f4f7647a65563,OdinToken,v0.4.21,0 Ether,4256,-,3/20/2018
0xa681aa05399c323442a6622a61717312a879ec25,CryptoSagaDungeonVer1,v0.4.18,0 Ether,4255,,4/12/2018
0xe3d631A5fC2AA15d8F051e5eCc8b7979312c4AEf,BriskCoin,v0.4.16,0 Ether,4249,,12/15/2017
0x78cb641ed233beea4827b8b148e4bf0b17289eca,EthereumGold,v0.4.11,0 Ether,4219,,10/21/2017
0x3ff162ed76deb40e4b139ef25a7c3ab7716c0287,Ur,v0.4.9,0 Ether,4213,-,5/13/2018
0x96d8fbf95f72f5abe9ef04f1ade94e1ba79be508 (GiftzNetworkToken),GiftzNetworkToken,v0.4.19,0.0001 Ether,4205,,1/5/2018
0xfeed1a53bd53ffe453d265fc6e70dd85f8e993b6 (HydroCoin),HydroCoin,v0.4.17,0 Ether,4205,,9/25/2017
0x1a9eb0f43ab4d9ffef9908b4d2c4b7f400ce3b3c,BITOToken,v0.4.21,0 Ether,4191,-,4/23/2018
0x6aedbf8dff31437220df351950ba2a3362168d1b (DragonglassToken),DGS,v0.4.19,0 Ether,4186,,2/16/2018
0xcc13fc627effd6e35d2d2706ea3c4d7396c610ea (IDEXMembershipToken),IDXM,v0.4.19,0 Ether,4165,,1/17/2018
0xd341d1680Eeee3255b8C4c75bCCE7EB57f144dAe (onG),onG,v0.4.18,0 Ether,4165,-,11/15/2017
0x702392282255f8c0993dbbbb148d80d2ef6795b1,PoWTF,v0.4.20,5.582054310347205719 Ether,4148,,4/6/2018
0x4df47b4969b2911c966506e3592c41389493953b (FundRequestToken),FundRequestToken,v0.4.19,0 Ether,4148,,2/8/2018
0x219101D69455c620700bf02f157f29Ef7a8f7988,MyToken,v0.4.15,0 Ether,4147,,12/23/2017
0x5b135d7e2774c801a73208f258123d7623e07784,SaifuToken,v0.4.23,0 Ether,4138,-,5/10/2018
0x1460a58096d80a50a2f1f956dda497611fa4f165,CHXToken,v0.4.19,0 Ether,4133,-,3/25/2018
0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037,Sentinel,v0.4.19,0 Ether,4131,,1/3/2018
0x75aa7b0d02532f3833b66c7f0ad35376d373ddf8,Accord,v0.4.19,0 Ether,4112,-,12/5/2017
0xbc1869a652f68260428b382fd06c96196d92d02d,Hourglass,v0.4.23,3.788809556868389714 Ether,4100,-,5/6/2018
0xb83109fe57aD735e747a6F633E5c52fa0572C760,UIOCOIN,v0.4.21,0 Ether,4085,,3/14/2018
0x1081cd1adca45adb90a407a1acadbef985d637ff,EthereumWings,v0.4.20,0.006494842101110021 Ether,4063,-,3/17/2018
0x65ca30af89af5a048cc8b715101171fbca6452b5,EtheremonBattle,v0.4.19,0 Ether,4063,,1/7/2018
0x8d2301e58406648b72f37366785a54e0f7e081ce (MoozicorePresale),Moozicore,v0.4.18,0 Ether,4058,,12/27/2017
0x6248211b830ce0191c7643b19f5ddb059e018672,AssetToken,v0.4.11,0 Ether,4055,-,10/13/2017
0x99287f6a84d56fc3bb2ad95a4bbe783403f825f0,DadiPreSale,v0.4.18,0 Ether,4051,,1/21/2018
0x1f31d1168efe4bd22d00d31fc425e5bcb54c75e7,STeX_WL,v0.4.19,0.000719943312467587 Ether,4046,-,2/11/2018
0x8febf7551eea6ce499f96537ae0e2075c5a7301a,MTC,v0.4.18,0 Ether,4045,,12/24/2017
0x752c4e4e90846c5673c3791b9809f71b7d4a638a,DWorldCore,v0.4.18,1.842633880208333329 Ether,4043,,2/3/2018
0x16f812be7fff02caf662b85d5d58a5da6572d4df (UnitedTradersToken),UTToken,v0.4.18,0 Ether,4038,,11/21/2017
0xf34A0e6B54df071d1efdF96396B9c17f7a0C1E00,CICoin,v0.4.25,0 Ether,4006,-,5/27/2018
0xb5572c64f2dd352e68d7c708473838f1ac218d90,BlockportCrowdsale,v0.4.19,0 Ether,4005,,1/20/2018
0x6ba083855c2a5b11fa557c853d73f4c215d6866c,MotionToken,v0.4.19,0 Ether,3997,,1/8/2018
0xd6adC5e386D499361CcC5752F791b45132E7e6e4,Monspacecoin,v0.4.11,0 Ether,3987,,10/23/2017
0x8b4ed13b185e3ae5ca748a7febdff76b7d1d85d4,ERC20Token,v0.4.18,0 Ether,3984,-,11/5/2017
0xf8d81eb6c765397ecfadc3b396715267bb41f241,RCNCrowdsale,v0.4.15,0 Ether,3969,,10/24/2017
0x1a2277c83930b7a64c3e3d5544eaa8c4f946b1b7,erc20ECHT,v0.4.13,0 Ether,3967,,3/21/2018
0xc56d66c48e4ad0f324451cc659a74d5793c6a7de,KYCToken,v0.4.21,0 Ether,3964,,5/16/2018
0x0fa8051dbdbbcc32d602803d5f1de1e6f92a0bbd,EtheremonBattle,v0.4.19,0 Ether,3962,,1/24/2018
0x7e7e645e9121dddaf87d0434feb9f113d1dbbb41,StrongHold,v0.4.20,3.408351409058713156 Ether,3959,-,4/5/2018
0xf8e06e4e4a80287fdca5b02dccecaa9d0954840f,Token,v0.4.17,0 Ether,3958,,3/5/2018
0xc81ec8a2a711e96d977a48252ac694e1d4b5719d,GTCoin,v0.4.17,0 Ether,3952,,10/2/2017
0xd8698a985b89650d0a70f99ad2909bd0c0b4b51c,CrowdsaleToken,v0.4.19,0 Ether,3950,,2/20/2018
0xd97579Cea3fE2473682a4C42648134BB982433B9,LightCoinToken,v0.4.11,0 Ether,3930,,4/4/2018
0x9a4059c1cf329a017e0ee1337c503137fd9463b2,LCDToken,v0.4.21,0 Ether,3927,,4/4/2018
0x755eb14d2feff2939eb3026f5cad9d03775b9ff4,BunnyToken,v0.4.18,0 Ether,3925,-,3/8/2018
0x8DB90E3e7D04C875a51997092f9178FCac9DefdB,PortalToken,v0.4.21,0 Ether,3917,,4/20/2018
0x5b0751713b2527d7f002c0c4e2a37e1219610a6b (EthorseToken),HorseToken,v0.4.19,0 Ether,3916,,1/9/2018
0xf4985070ce32b6b1994329df787d1acc9a2dd9e2,AxieClockAuction,v0.4.19,8.666179270614128991 Ether,3905,,4/2/2018
0x15f08079310e2c9dacaa73c0e450368185724aea,EdgelessCasino,v0.4.19,0 Ether,3904,,1/17/2018
0x04797c1ae852a31665d8e512ddae33e6044ef39d,InstaDice,v0.4.23,7.654713973954794639 Ether,3899,,5/13/2018
0xe171783da2c451186b4256727481fa30203fef86,EtheremonBattle,v0.4.19,0 Ether,3891,,1/21/2018
0x24a77c1f17c547105e14813e517be06b0040aa76,LiveStarsToken,v0.4.13,0 Ether,3884,-,2/21/2018
0x4ce6b362bc77a24966dda9078f9cef81b3b886a7,NPERToken,v0.4.18,0 Ether,3883,-,2/27/2018
0x581bd3322a90866e5da8060b9d64d7904394ad42,IYMAYA,v0.4.24,0 Ether,3879,-,5/23/2018
0x13d154c50a4b5dcc0723cf29db9b7925879bda5c,monechainToken,v0.4.21,0 Ether,3869,-,4/6/2018
0x12fa6cc43227ad0f1256804dbc24480404799080,OdinToken,v0.4.21,0 Ether,3868,-,3/22/2018
0xdbf3bf0c3ff7d43769d5150daa90f0014a0e2c4c,ERC20Token,v0.4.19,0 Ether,3868,-,1/13/2018
0x3abdff32f76b42e7635bdb7e425f0231a5f3ab17,CJToken,v0.4.15,0 Ether,3848,,2/15/2018
0x0ef27c7606a021457f161859d4952396aff9a92b,FILC,v0.4.18,0 Ether,3848,-,12/28/2017
0xf32d328af90d5ac22b1bbeda4114fd15b2fa09ee,Bounty0xCrowdsale,v0.4.18,0 Ether,3838,,12/15/2017
0xd86a66745ec6b9bf573fcb98a7ea4d39feb750d2,FreeTaxManFarmer,v0.4.19,0 Ether,3822,-,3/3/2018
0xc23f76aea00b775aadc8504ccb22468f4fd2261a,NewCratePreSale,v0.4.18,452 Ether,3812,-,2/6/2018
0x4a5cb62e27120a5a2b113198a69a2b12069ad146,BancorConverter,v0.4.18,0 Ether,3805,,4/26/2018
0xc4ea05982d2e47d3b6cae011bf1d28ab155f0816,QKL,v0.4.22,0 Ether,3803,-,5/28/2018
0x77ceff4173a56cd22b6184fa59c668b364ae55b8 (CarTaxiCrowdsale),CarTaxiIco,v0.4.17,0 Ether,3780,,9/26/2017
0xe1c9a03cf690256ff7738cbd508c88cf5238a535,Hourglass,v0.4.21,7.466971091594488109 Ether,3776,-,4/5/2018
0x1f58af89d12d4a60647f99a9fc71dd0367b56df4,BurnupGameCore,v0.4.18,441 wei,3762,,3/20/2018
0x15ef5b9447710eab904e63e6233ff540400d603f (Bitcoin2X),Bitcoin2X,v0.4.18,0 Ether,3762,-,11/8/2017
0x3258ff5a650d2a4601c12bc3da495557ef354066,BAIC,v0.4.24,0 Ether,3757,,5/24/2018
0x0396340f16bbec973280ab053efc3f208fa37795,BigToken,v0.4.19,0 Ether,3744,,12/23/2017
0x01C67791309c71aA4Ed373025a0C089696D7c9e4,MyToken,v0.4.13,0 Ether,3739,,10/27/2017
0x994f0dffdbae0bbf09b652d6f11a493fd33f42b9 (EagleCoin),EagleCoin,v0.4.18,0 Ether,3739,-,10/17/2017
0x7192bb75777dab47ef6fbf6f6c0e4bcbb2294f38,SaleClockAuction,v0.4.18,2.237212396117720054 Ether,3730,,1/25/2018
0x50ee674689d75c0f88e8f83cfe8c4b69e8fd590d (EmphyCoin),EmphyCoin,v0.4.11,0 Ether,3725,,10/30/2017
0xca0e7269600d353f70b14ad118a49575455c0f2f (AMLT),AMLToken,v0.4.16,0 Ether,3709,,11/10/2017
0x4a6058666cf1057eac3cd3a5a614620547559fc9 (BrickblockToken),BrickblockToken,v0.4.18,0 Ether,3701,,1/29/2018
0x646dA308Ba60102BB2E746B7d86dacFd3A71209c (BirdCoinCrowdsale),BirdCoinCrowdsale,v0.4.19,0 Ether,3693,-,2/1/2018
0x78F7eF08b4583F9866D8a98A9f2D9B64d9c02380,TelcoinSale,v0.4.18,0 Ether,3691,,12/11/2017
0x420335d3deef2d5b87524ff9d0fb441f71ea621f,BitIndia,v0.4.16,0 Ether,3688,,1/31/2018
0xC25A27281e10f140A97EA5f845c0De1BF8782f90,SimpleLSTDistribution,v0.4.21,0 Ether,3678,,3/9/2018
0xb0280743b44bf7db4b6be482b2ba7b75e5da096c,Transcodium,v0.4.18,0 Ether,3676,-,1/31/2018
0x6781a0f84c7e9e846dcb84a9a5bd49333067b104,ZapToken,v0.4.11,0 Ether,3676,,10/2/2017
0x98e0438d3ee1404fea48e38e92853bb08cfa68bd,TVTToken,v0.4.19,0 Ether,3670,-,12/19/2017
0x97a89a0286a673ac8cdabbc42e5b2aaae74b09e5,_0xDogecoin,v0.4.19,0 Ether,3668,-,6/4/2018
0x18367f4eca68f7f374f61784ba38bcec3fee77f8,YOLOCASH,v0.4.22,0 Ether,3668,-,4/17/2018
0x08b4c866ae9d1be56a06e0c302054b4ffe067b43,BitCar,v0.4.23,0 Ether,3655,,5/18/2018
0x082E13494f12EBB7206FBf67E22A6E1975A1A669,ArtisTurba,v0.4.18,0 Ether,3640,,11/26/2017
0x47bc01597798DCD7506DCCA36ac4302fc93a8cFb,CMCT,v0.4.19,0 Ether,3638,-,5/3/2018
0x53e3a7ec57132173ce615debb9a303fd2cd86789 (CryptoCities),CityToken,v0.4.19,0 Ether,3636,-,2/9/2018
0x285e24c62b716a4d08a903dcfe1e9156bf9069e7,Issuer,v0.4.18,0 Ether,3634,,4/5/2018
0x039f5050de4908f9b5ddf40a4f3aa3f329086387,EthernetCash,v0.4.24,0 Ether,3593,,4/28/2018
0x50ca2de80e803bf4b00f188545bca959540c5582,SpadePreSale,v0.4.19,0 Ether,3587,,12/28/2017
0xb41f09a973a85c7f497c10b00a939de667b55a78,KNOW,v0.4.20,0 Ether,3582,,4/24/2018
0xeb9951021698b42e4399f9cbb6267aa35f82d59d (LifToken),LifToken,v0.4.18,0 Ether,3581,,1/30/2018
0x6745fab6801e376cd24f03572b9c9b0d4edddccf,ElementToken,v0.4.20,0 Ether,3578,,1/26/2018
0x951f614f81da09c90e6187a14b759f98ed9e7490,ATCCrowdSale2,v0.4.18,0 Ether,3544,-,12/8/2017
0xb12b490b6b33d2107cfa8f8eb106e6db641b187a,TokenManager,v0.4.23,0 Ether,3539,,5/13/2018
0xcc74cb21eba98fda21da9a75ef0c1fa26c9b03c4,WEChainCommunity,v0.4.20,0 Ether,3534,,5/31/2018
0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,CelsiusToken,v0.4.20,0 Ether,3532,,4/9/2018
0x6b609d9095d069c805650234ab67595b3a6ab934 (MoxyOneCrowdsale),MoxyOneCrowdsale,v0.4.18,401.885159014263040092 Ether,3507,,1/19/2018
0x87766c251f604163b23802c6b30dae398f49528c,DeveryCrowdsale,v0.4.19,0 Ether,3506,,1/18/2018
0x940bdcb99a0ee5fb008a606778ae87ed9789f257,HumanStandardToken,v0.4.20,0 Ether,3500,-,3/21/2018
0xda25e5b939643a51375eee932aed11b92a9bc003,JNTController,v0.4.18,0 Ether,3493,-,2/7/2018
0x8f0921f30555624143d427b340b1156914882c10,FypToken,v0.4.15,0 Ether,3492,,10/3/2017
0xa9e3440d5c64e99c77410ec4b15746b835add59e,CryptoZoo,v0.4.21,0.012 Ether,3482,,5/4/2018
0xa4ea687a2a7f29cf2dc66b39c68e4411c0d00c49,IvyKoinContract,v0.4.21,0 Ether,3476,-,4/16/2018
0xe4c07f4637df3a0354f9b42a1b3178DC573B8926,Civilianz,v0.4.11,0 Ether,3473,,10/27/2017
0x7cfb70d69f176be9631480dda87531b715d9ec09,DininbToken,v0.4.18,0 Ether,3468,,1/12/2018
0xf207ccfe6d1b90b0b7817ce2d5d262af1514e37b,GraphGrailAiToken,v0.4.13,0 Ether,3458,,2/14/2018
0x594207c791afd06a8d087d84d99d1da53ccbd45f (BuzzShowToken),BuzzShowToken,v0.4.18,0 Ether,3457,-,2/12/2018
0xa667f7c9f8d9e7f54814f312ae42d08a31154889,ListingsERC20,v0.4.18,0.018204175171176012 Ether,3456,,2/21/2018
0x58af4c5a2a0c9b414891da7c3ab73c922acd5fd4,CrowdsaleMain,v0.4.24,"20,489.035615362199559837 Ether",3449,-,5/18/2018
0xbdeb4b83251fb146687fa19d1c660f99411eefe3 (SavedroidToken),SvdToken,v0.4.18,0 Ether,3434,-,1/26/2018
0xcb5ea3c190d8f82deadf7ce5af855ddbf33e3962,TokenERC20,v0.4.16,0 Ether,3431,-,2/8/2018
0x21a3fdbc4e9201e85ddd58b7b320ea5aa581fcd6,MtnCrowdsale,v0.4.18,0 Ether,3427,,1/31/2018
0x3605fbf7529018d5b7d7ea38b3e6c73bfbd3fadf,DogeCoinGold,v0.4.18,0 Ether,3425,,10/29/2017
0xd037a81b22e7f814bc6f87d50e5bd67d8c329fa2,EMOToken,v0.4.11,0 Ether,3419,,12/16/2017
0x11F8DD7699147566Cf193596083d45C8F592C4BA,Ethereumcode,v0.4.11,0 Ether,3407,,11/13/2017
0x26d08b9d227933a85e855656dc46ab889e183c88 (PlaykeyICO),PlaykeyICO,v0.4.15,"10,247.750944192281253374 Ether",3402,,10/30/2017
0x21d5678a62dfe63a47062469ebb2fac2817d8832,YoloToken,v0.4.21,0 Ether,3397,-,5/22/2018
0x5a9bf6badcd24fe0d58e1087290c2fe2c728736a,EightteenToken,v0.4.16,0 Ether,3395,-,1/4/2018
0x076C97e1c869072eE22f8c91978C99B4bcB02591,CommerceBlockToken,v0.4.15,0 Ether,3390,,3/5/2018
0xd1ceeeef70c61da45800bd81be3352160ad72f2a,Dice2Win,v0.4.23,6.912978132078426238 Ether,3387,,5/7/2018
0xeaf64ac118e5cc975360f0719b614fb697e09796,Issuer,v0.4.18,0 Ether,3379,,3/2/2018
0x5046e860ff274fb8c66106b0ffb8155849fb0787,JavaScriptToken,v0.4.18,0 Ether,3373,-,10/21/2017
0x9f9e83f89e9ce97527bf309054e1ee2d4f33f7de,FoodcoinEcosystem,v0.4.19,0 Ether,3364,,12/27/2017
0xf42c06a58d4e538b6856afc206b13c530263c2c2 (AppCoinsCrowdsale_2),KYCCrowdsale,v0.4.18,0 Ether,3360,,12/12/2017
0x0fa9198bb9ca66260fa9a182f27ebbaab55430ff,FTBTokenERC20,v0.4.16,0 Ether,3352,,10/15/2017
0x28481cdc0e4fa79164491d47e8837edeb3993f20,TssToken,v0.4.17,0 Ether,3349,,11/3/2017
0xeb51df201213a067227115662ec3787b92956890 (SerenityCrowdsale),Crowdsale,v0.4.18,0 Ether,3339,,1/17/2018
0xe29c5b523590165795bbd7d52369c2895b18841f,ESportsToken,v0.4.16,0 Ether,3339,,11/1/2017
0xff1642f2ed00d802cc305be21e6dc1d1e4f19a67,GalaxyCoin,v0.4.20,0 Ether,3301,,3/6/2018
0xdb0f69306ff8f949f258e83f6b87ee5d052d0b23,GlobCoinToken,v0.4.19,0 Ether,3300,,2/9/2018
0x3a1237d38d0fb94513f85d61679cad7f38507242,Mindexcoin,v0.4.16,0 Ether,3292,,1/18/2018
0x07c5b1e4391fcdfc6c12548448aeee30a3793079,YOLOCOIN,v0.4.11,0 Ether,3290,,11/23/2017
0xa5629861c9c345f50221996ef852fd9665eb1c05,IronHands,v0.4.24,0 Ether,3272,-,5/27/2018
0x365ec7b439abcc8a3a2c4289f0868a4adcd996e9,EtherRacingCore,v0.4.19,3.122 Ether,3270,,1/3/2018
0xf2fbb2939981594e25d93e6226231fcc1b01718e (LeverjCrowdsale),Sale,v0.4.17,0 Ether,3268,,11/7/2017
0x997e3adb550a85895f5becf54a2751e6df24edc8 (GronDigitalToken),GRO,v0.4.18,0 Ether,3264,-,1/28/2018
0xbcdfe338d55c061c084d81fd793ded00a27f226d,DmlToken,v0.4.21,0 Ether,3243,,4/15/2018
0xc3c94e2d9a33ab18d5578bd63dfdaa3e0ea74a49,PyramidGame,v0.4.17,2.52170493 Ether,3238,,9/29/2017
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroCore,v0.4.18,2.83085124282210055 Ether,3237,,3/6/2018
0x4a87875774799e2d3f15733bdab511092057d222,PriceFeed,v0.4.18,0 Ether,3228,,10/20/2017
0x86d108d1EeF9AD9F71D1b7080B172085d871CBC4,NeuroSale,v0.4.18,0 Ether,3226,,1/7/2018
0xf8e6bacd9298df8b0aba67ef2ef8348fabc5ae8a,CAVAssetProxy,v0.4.19,0 Ether,3222,,3/5/2018
0x171d750d42d661b62c277a6b486adb82348c3eca (OmnitudeToken),EcomToken,v0.4.19,0 Ether,3197,,1/31/2018
0x607a5c47978e2eb6d59c6c6f51bc0bf411f4b85a,BancorGasPriceLimit,v0.4.18,0 Ether,3190,,4/16/2018
0x70965361f143d268342C84b4d6f7C41b438cD5D7,LuckcoinContract,v0.4.18,0 Ether,3188,,1/16/2018
0x00c4B398500645eb5dA00a1a379a88B11683ba01,EximchainToken,v0.4.19,0 Ether,3180,,5/6/2018
0x2a5c5212f399aa04a0ce28dbe48c1a17fca78df4,XdacToken,v0.4.19,0 Ether,3179,,3/25/2018
0x9BD8f4736877567E267ee445209a0b2aAFc01402,DragonToken,v0.4.15,0 Ether,3179,,11/23/2017
0x5B7093Fe2491DFB058c94BcD62A1CD4D822F884C (AuthoreonToken),Authoreon,v0.4.19,0 Ether,3174,-,1/18/2018
0x9742fa8cb51d294c8267ddfead8582e16f18e421,InvestmentToken,v0.4.16,0 Ether,3172,,10/28/2017
0x8338005b31bf37dadea7f76a7778dcf9150d8f02 (SentinelChainTokenSale),SencTokenSale,v0.4.21,0 Ether,3166,,3/5/2018
0x201dcb47a936db8d0c6358783a7d24b37d5fd1cd,DataWalletCrowdsale,v0.4.18,0 Ether,3165,,2/5/2018
0x6620749a9bd0ba09e9921ad77f040d297a861b49,CPGToken,v0.4.18,0 Ether,3165,,1/4/2018
0xda9c03dfd4d137f926c3cf6953cb951832eb08b2,WarToken,v0.4.21,0 Ether,3153,,4/10/2018
0xbb1fa4fdeb3459733bf67ebc6f893003fa976a82,PATToken,v0.4.16,0 Ether,3149,,3/25/2018
0x167cb3f2446f829eb327344b66e271d1a7efec9a,GandhiJi,v0.4.20,87.959302167340786197 Ether,3129,,4/10/2018
0x4799aeafc3e157f799f7c4c2e77d6d2af9ec0d7a,MinerOneCrowdsale,v0.4.19,0 Ether,3123,,2/15/2018
0x286e052bc8250250566683424001ee5224867d91,PornstarToken,v0.4.18,0 Ether,3116,-,2/3/2018
0xf3a8f103574bc64358e372ed68e95db0b2bb0936,EtheremonTransform,v0.4.19,0 Ether,3114,,1/30/2018
0xC50948bac01116F246259070Ea6084C04649efDF,MyToken,v0.4.13,0 Ether,3108,,5/31/2018
0x865e3707a580F9db89304005CddD050Ade8873eB,Hire,v0.4.18,0 Ether,3108,,12/5/2017
0xf55a32f0107523c14027c4a1e6177cd7291395a0,EUXLinkToken,v0.4.24,0.04950102 Ether,3104,-,5/27/2018
0x607fb630f2ddf7aeb1a207d7cb6ba6ec9f10c308,WordCoin,v0.4.13,0 Ether,3097,,2/7/2018
0xbf5496122cf1bb778e0cbe5eab936f2be5fc0940,FundToken,v0.4.19,0 Ether,3092,,3/19/2018
0x0229cc0290da2a9d2a80a8c7cd283d046b1ada57,VertNite,v0.4.18,0 Ether,3083,,11/23/2017
0xbcc546eb5a290977180f85cafaa712019893729c (FundRequestTokenSale),FundRequestTokenGeneration,v0.4.19,0 Ether,3081,,2/8/2018
0xaa843f65872a25d6e9552ea0b360fb1d5e333124,EcoValueCoin,v0.4.20,0 Ether,3080,,3/7/2018
0x66ec7145b52cb088e79306beb3d26fad0935f8c3,CardsTrade,v0.4.21,0.09 Ether,3073,,5/17/2018
0xe1144e3cfda7a6d40ae60a968c1edc8ad54aca70,FALCON,v0.4.25,0.00171253 Ether,3054,,5/28/2018
0x28c3f9d254aa969c117ba828f9d96007bf41f7af,PortalToken,v0.4.22,0 Ether,3053,,3/14/2018
0x12759512d326303b45f1cec8f7b6fd96f387778e,TrakToken,v0.4.18,0 Ether,3053,,12/17/2017
0x71c118b00759b0851785642541ceb0f4ceea0bd5,ChibiFighters,v0.4.23,0.92295 Ether,3051,,4/30/2018
0xe3278df3eb2085ba9b6899812a99a10f9ca5e0df,TouristToken,v0.4.21,0 Ether,3047,,5/30/2018
0x80fa08fc8da9db6dac8cd05d8741a2e7f20f39da,SpaceKIMToken,v0.4.19,0 Ether,3046,-,1/10/2018
0xa6858b98e5c14db67ec22c668701b1d33a3de1f7,TmacToken,v0.4.19,0 Ether,3044,-,1/22/2018
0xb45893bd77830bec7c305aded041bd74f0343bd1,MiniMeToken,v0.4.19,0 Ether,3041,,1/7/2018
0x4f40cbd1fde9214b3bcbdc0359d132e6458f5e20 (CoinLionTokenSale),MintedTokenCappedCrowdsale,v0.4.16,0 Ether,3037,,11/28/2017
0x320274f5dd332cc3b617b360e8554d95a0b96978,ZillaCrowdsale,v0.4.18,0 Ether,3034,,11/30/2017
0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23 (1WorldToken),OneWorldOnlineToken,v0.4.16,0 Ether,3031,,11/30/2017
0xcfd6ae8bf13f42de14867351eaff7a8a3b9fbbe7 (SINERGIA),SINERGIA,v0.4.19,0 Ether,3009,,12/2/2017
0x5d8cad8836a8fa73ab202249cb7bfce296876e00,ActionMiningPlat,v0.4.21,0 Ether,2997,,5/11/2018
0xce75e5aa182ee99ea1be60aa13b3f2eed172730e,WizzleInfinityHelper,v0.4.19,0 Ether,2996,,2/1/2018
0xaaf4281fd8142dc3263b3303b0a6f62d00b2d07e,GLACrowdsale,v0.4.15,9 wei,2992,,11/5/2017
0x1d9e20e581a5468644fe74ccb6a46278ef377f9e (CredeRoomToken),CDRTToken,v0.4.18,0 Ether,2989,,11/10/2017
0x6292cec07c345c6c6953e9166324f58db6d9f814,ComBillAdvancedToken,v0.4.18,0 Ether,2983,,1/17/2018
0x2b6237d6ff66d4af737a1491841fe7cad6602bea,DogeX,v0.4.20,0 Ether,2977,-,2/28/2018
0x4781bee730c9056414d86ce9411a8fb7ff02219f,RoseToken,v0.4.21,0.001000000000000001 Ether,2968,-,3/28/2018
