addr,contract_name,compiler,balance,tx_count,settings,date_verified
0x5b6660ca047cc351bfedca4fc864d0a88f551485,Jingle,v0.4.19,0 Ether,39,-,2/18/2018
0x71be2dc302aa4296c35f286d89c7249f95643cd1,TTToken,v0.4.17,0 Ether,39,-,2/12/2018
0x13646d839725a5e88555a694ac94696824a18332,LeRT,v0.4.19,0 Ether,39,,2/8/2018
0xf0f6caa26e92bdc7be4edb9942df290688df2aab,Coinsurance,v0.4.19,0 Ether,39,-,2/6/2018
0x621ad3562f5141c4a0e7cad958b8b524d356332b,SaleAuction,v0.4.18,0 Ether,39,,1/28/2018
0x603195f8907bd2a516dbca038e0943017b6859c2,ArmmoneyTokenLive,v0.4.13,0 Ether,39,,1/24/2018
0x208d6ed75f6aacdb9c71099c0943736fddbf5989,MultiSigWallet,v0.4.9,0.000000000280000001 Ether,39,,1/21/2018
0x1142f8e419014bfad10015e22ce65498dbe93b5e,SOCIALPOINTS,v0.4.19,0 Ether,39,-,1/10/2018
0x501262281b2ba043e2fbf14904980689cddb0c78,MithrilOre,v0.4.19,0 Ether,39,-,12/31/2017
0x8e2a84d6ade1e7fffee039a35ef5f19f13057152,DSChief,v0.4.19,0 Ether,39,,12/17/2017
0x723f74668599c9327138bc97bff04eb9ad44a3fa,MultiSigWallet,v0.4.15,340.217124516772607112 Ether,39,,11/30/2017
0x32ff276e98517ef6e0ad7bc7b2674baa0f1c388b,BillPokerPreICO,v0.4.16,0 Ether,39,,11/30/2017
0x5ffa69e5df1c0a24c58ee8789e3acffd6f8a6511,LibrariumSubmission,v0.4.18,0 Ether,39,,11/28/2017
0x55f551ea41f7a8025412acbbc26701f968bdb4d5,RetailGlobalToken,v0.4.11,0 Ether,39,,11/16/2017
0xb59cabcca5efc4b6b1aebb92fe79df1cacc3ac49,IOU,v0.4.19,0 Ether,39,-,11/9/2017
0x58bd394f3dfd9bbc15f4bc662b2def3e597e4e90,AceTokenDistribution,v0.4.18,0 Ether,39,,11/7/2017
0xebed4ff9fe34413db8fc8294556bbd1528a4daca,VENUS,v0.4.18,0 Ether,39,-,11/4/2017
0x35ae65a0544aa47e4429e0eac5e823ebc7b8d136,LCD_newTest,v0.4.18,0 Ether,39,-,11/3/2017
0x14e2ac9b6ca7bade21afdfa31b63708fc0b08d8f,KingOfTheHill,v0.4.18,0.1 Ether,39,-,10/24/2017
0x83e82cea898b1ed1785bc3beac86034913831e60,MultiSigWallet,v0.4.17,"8,485.459670966234920874 Ether",39,,10/17/2017
0x1e8cc3c765c4adb887f2886b2fa0c7ea5ee5b5ba,MTB,v0.4.17,0 Ether,39,-,10/17/2017
0xd31695a1d35e489252ce57b129fd4b1b05e6acac,Token,v0.4.20,0 Ether,38,,5/25/2018
0xe5f1e98faa18447522f191a1c10a5348864dc1cd,CaterToken,v0.4.21,0 Ether,38,,5/22/2018
0x431b0269db55882a2af1a7b6705d76605744862e,EthAirdrop,v0.4.24,0.03 Ether,38,-,5/19/2018
0x55c87c2e26f66fd3642645c3f25c9e81a75ec0f4,XCPlugin,v0.4.23,0 Ether,38,,5/15/2018
0x847f2f9f21b14a60fda7e2e32a31766cfed04dd5,PresalePool,v0.4.19,0 Ether,38,,5/15/2018
0xc5a23b91c687b4470017f64175e3eebf3484b7b8,Token,v0.4.23,0 Ether,38,,5/10/2018
0x5acbe8b82bec243f420214b35ed5b6cad2055f07,MultiSigWalletWithDailyLimit,v0.4.19,"1,390.75407235 Ether",38,,5/6/2018
0x4b96bf1fef93a216914fc843d81207a027ce52b3,VUULRToken,v0.4.23,0 Ether,38,,4/30/2018
0x75E13520fc29D0BcdD21Da14Ed693563091Ff0FC,CryptoStars,v0.4.19,0 Ether,38,,4/22/2018
0x69d28E410896962a1B0F4245E3C95D4Db041e6b2,teuInitialTokenSale,v0.4.21,0 Ether,38,,4/22/2018
0x17e65b46ad1ebfb8f9cacde8e274b377831a1253,BigbomTokenExtended,v0.4.19,0 Ether,38,,4/4/2018
0x73fe1d0c5909a83beaf278cfbfe008c25650c327,Whitelist,v0.4.19,0 Ether,38,-,3/30/2018
0x259E8EADE77E15f5317A4e5A0Fb101C586C5707F,AT,v0.4.18,0 Ether,38,,3/28/2018
0x95c41f88f11953d3642ca29d7aa327087313c7f0,Coincirculationchain,v0.4.21,0 Ether,38,-,3/20/2018
0xe97e1e6bf4e91724edaca39be7524dec3276bbae,SuperiorBit,v0.4.21,0 Ether,38,-,3/17/2018
0x72aa36c379d681f0813ef0e3834035a2d43f6e8d,IQB,v0.4.18,0 Ether,38,-,3/13/2018
0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,CryptoEmojis,v0.4.21,0.00292 Ether,38,,3/10/2018
0x3ab100442484dc2414aa75b2952a0a6f03f8abfd,Token,v0.4.20,0 Ether,38,,3/9/2018
0x5df5a712cc10512e64c0cd7ba375d5a28ac9b378,BTN,v0.4.19,0 Ether,38,-,3/1/2018
0x5c751a3a3375a97463a4b5f000c3f700802e903a,DMToken,v0.4.19,0 Ether,38,-,2/21/2018
0x9bfe184a8f7df53de077c990c3f7ee0a3798a113,The7Sins,v0.4.19,0 Ether,38,-,2/10/2018
0x68974bb47457c299b18eeb7093b5a8cb95ee073d,AirsendGifts,v0.4.18,0 Ether,38,,2/10/2018
0xbfee29cc4913c365ae5a3c2bfc8f2f32f5f02fce,Etherlympics,v0.4.19,0 Ether,38,,2/9/2018
0xba1acbb3fd5ebf246f32f1392da487d5a882b132,WU,v0.4.18,0 Ether,38,-,2/3/2018
0x52F22A6FCEa6f06750E779c8556299B0dF248F80,TimedPonziToken,v0.4.19,0.000001752849188728 Ether,38,-,2/1/2018
0x2ef06079656f2ab9034b6252978c44104b7b2cc1,OOST,v0.4.19,0 Ether,38,-,1/26/2018
0x37b9c3c44a0ec04e3888f487c4f0b5594b877214,PlebsToken,v0.4.19,0 Ether,38,,1/24/2018
0x8392ed7150497cf0e153f57179e2a7d002ff141c,NATToken,v0.4.19,0 Ether,38,,1/16/2018
0x622d1efa7c515ebb323f8c4fa04262aee2a8c54c (CryptosisToken),Cryptosis,v0.4.19,0 Ether,38,-,1/14/2018
0x075a0f607a3072e748ef4bde2cbffe4db60268e9,TreatzCoin,v0.4.19,0 Ether,38,-,1/9/2018
0xee44B11148486c05112d6418b987D8B8C2632E8f,Spineth,v0.4.19,0.0421 Ether,38,,12/26/2017
0xad4f06eff7461e286266197a80dd92036797dd55,PreSaleHelbiz,v0.4.18,0 Ether,38,-,12/15/2017
0xb110e378eA8B83DD52d1c5a810A5Dcf99bBC96ae,SaviorToken,v0.4.15,0 Ether,38,,12/7/2017
0x582ea0af091ae0d98fdf08216cb2846711a65f6a,KyberReserve,v0.4.18,0.308428130147708701 Ether,38,,12/5/2017
0xfd18fbda386997d90355656d37f2c60cc831aa83,FXtrade,v0.4.19,0 Ether,38,-,12/1/2017
0x428e6456fdeb6edc17e67e8e5a5678bf04c219ee,ZipperWithdrawalRight,v0.4.18,0 Ether,38,,11/29/2017
0x50f0557Ae11D55829949bf7AF8cD9F69b80a56Eb,PoolAContract,v0.4.17,0 Ether,38,,11/23/2017
0x19E657fc2eE039da76Aff32bf58C2DdCB9b0f9ba,MyToken,v0.4.13,0 Ether,38,,11/16/2017
0x180c288c2151200ad37d150308346b1be421d32c (TheMoveToken_Old),TheMoveToken,v0.4.18,0.004545654713197398 Ether,38,,11/13/2017
0xbc9395973bd35a3b4bd924f050d2778c07506ecb,GreedTokenICO,v0.4.18,0 Ether,38,,11/6/2017
0x79c1fdaba012b9a094c495a86ce5c6199cf86368,ReturnVestingRegistry,v0.4.15,0 Ether,38,,10/28/2017
0xFFc8aB40d1255EE3FA23FBF2fF1628c4967105f2,AlloyPresale,v0.4.16,0 Ether,38,,10/13/2017
0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1,OurBank,v0.4.16,0.000004000000000004 Ether,38,,9/25/2017
0x949c97692133b7593e06d7bc5a445dea52665b48,GalaxyToken,v0.4.23,0 Ether,37,,5/31/2018
0xcf1F6377f2756446B1Ca87C8a2cA2B6Ea692EDAE,Crystals,v0.4.24,0.51545 Ether,37,,5/30/2018
0x330839ef82d34801bd96e75a4ee778ac56fa1ed8,ICOStartToken,v0.4.23,0 Ether,37,,5/15/2018
0xa4e49d539c13e92bad2f853559a31b549ad49a5a,KYCPresale,v0.4.18,0 Ether,37,,5/11/2018
0x704c77f46954c07223a3ac04bbfc4f9556be6dc5,CrowdSale,v0.4.22,5 wei,37,,5/7/2018
0x10c5f1edac69c65333c0059b0c9dbc60ef57835b,AFWToken,v0.4.23,0 Ether,37,-,4/27/2018
0xb21b519028122033a5be2d32f4f8f66616e5b08c,PreSale,v0.4.21,0 Ether,37,,4/25/2018
0xE77f30e108543372f405D2c0f95029c97a8622AD,AllstocksToken,v0.4.18,4.214557091534765591 Ether,37,-,4/14/2018
0xc3a36fad9d3e87acbc69bcd06850dbf13db2ab59,Q2,v0.4.21,335.0373765664 Ether,37,,4/14/2018
0x591a95ef45aecc4cf649e779ddb970d1454f0c2a,DagtCrowdsale,v0.4.21,0 Ether,37,,4/11/2018
0x671077C16f819D629c5DDcC23D730a4a5ab928CD,GFC,v0.4.21,0 Ether,37,,4/10/2018
0x9a0587eae7ef64b2b38a10442a44cfa43edd7d2a,HardcapToken,v0.4.21,0 Ether,37,-,4/5/2018
0x23386a9aefbf144752a450121187fa312abbc9a5,GdprCash,v0.4.19,0 Ether,37,,4/3/2018
0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949,x32323,v0.4.21,0 Ether,37,-,3/31/2018
0xC6D23c746d9b3d97D8281BD878A17CdFA90a9ac1,CustomPOAToken,v0.4.18,0.0007065 Ether,37,,3/29/2018
0x6ba29728e955ff970c94d7ab0a4ff17c628f325a,EdgelessCasino,v0.4.19,0 Ether,37,,3/27/2018
0x0b3a8c77031a954beee6dfd9d337c35092366189,PuppiesCore,v0.4.22,0.0087 Ether,37,,3/20/2018
0xaf99eb86ab6ff615848e4f35dd089deeab4156a1,Solar,v0.4.21,0 Ether,37,-,3/12/2018
0x996a8ae0304680f6a69b8a9d7c6e37d65ab5ab56,Token,v0.4.19,0 Ether,37,-,3/9/2018
0xb5aa1fb7027290d6d5cbbe3b1aecd5317fa582ec,WyvernExchange,v0.4.18,0 Ether,37,,3/8/2018
0x5652ef57783eb0a9538d15bd94e52f932aac5311,BecToken,v0.4.19,0 Ether,37,-,3/7/2018
0x6a3cfb5aeefb9138a28b28f3852a8fee81216df3,RxEALSaleContract,v0.4.20,0 Ether,37,-,3/2/2018
0xd35ef25873bd9ba3e67dccd1a5634f49a32e44f0,OwnTheDay,v0.4.19,0 Ether,37,-,3/2/2018
0x485b224c97ad56dc5b145eafdee71a7b5163f735,PonziBet,v0.4.18,0 Ether,37,,3/1/2018
0xa614f3b10bfdc9a2c4593712a0348a7d4f40b987,BetexSAFT,v0.4.19,40 wei,37,,3/1/2018
0x57c555591b18cff058e6fabfc57a6b7c7f37c8e8,Ballot,v0.4.19,0 Ether,37,,3/1/2018
0xca232cd0170f7bc79a45eeff047192e6fc3adcef,Freedom,v0.4.20,0 Ether,37,-,2/23/2018
0xe933c0cd9784414d5f278c114904f5a84b396919,Who,v0.4.20,0 Ether,37,,2/20/2018
0xc7836a42559499cf6aa4e057c010ef09b89f97b3,InvestmentToken,v0.4.17,0 Ether,37,-,2/19/2018
0x2029f1376726e9b1e59a9eb0c40656f1949e6684,Crowdsale,v0.4.19,0 Ether,37,,2/2/2018
0x8a13334edc6af201558325f815ce8801465ba279,TBTToken,v0.4.19,0 Ether,37,-,1/23/2018
0xb07d4f1b0645c1d86c3e51941d898845731be941,EtheeraCrowdsale,v0.4.19,0 Ether,37,,1/12/2018
0x07f2a3ac67517b1d2b777d7f61d943c4b9d359d0,CreaturesInterface,v0.4.19,0 Ether,37,-,1/5/2018
0x4046a3b951a7c3e2e4a366ff778b5a60a585107a,DaaToken,v0.4.19,0 Ether,37,,12/28/2017
0xafe1b35cf71cc69ceb4626041e6908a11e2b498d,ReFactor,v0.4.19,0 Ether,37,-,12/24/2017
0xe22028fbce0bed9261a8ec4f54cca45a6c1fb395 (BmarktCrowdsale),BmarktCrowdsale,v0.4.19,0 Ether,37,-,12/19/2017
0x0f3d5562ca6084f7d59ce10dc5ab672257573de6,TutellusCrowdsale,v0.4.15,0 Ether,37,,12/18/2017
0xa8517a3f019263dabcfb013b4f7f59079630fafc,RevolutionCoin,v0.4.18,0 Ether,37,,12/5/2017
0x1debc6427df10a3193553382ec3cab99f9d702f3,ICS,v0.4.18,0 Ether,37,,11/30/2017
0x939da7bce862f79676db57267ebd6856eaead7c1 (PallyCoinCrowdsale),Crowdsale,v0.4.15,0 Ether,37,,11/19/2017
0x9beec9834c1bb97597663c6415795bb4621aa8c4,TokenAuction,v0.4.18,0.389 Ether,37,,11/18/2017
0xc8986ecd41fb420268f1f4285931379357c4142b,YobCoinCrowdsale,v0.4.18,0 Ether,37,-,11/16/2017
0x253c7dd074f4bacb305387f922225a4f737c08bd (LookRevToken),LookRevToken,v0.4.17,0 Ether,37,-,10/8/2017
0xa5fd9078ab76f6f56b5f69435f0f008e5a7bddc7,RougeTGE,v0.4.24,9.665 Ether,36,,6/4/2018
0x443a1015bebcde61d4cfd993143b568ec8c879e6,PabloPlusToken,v0.4.25,0 Ether,36,-,5/31/2018
0x0d61178ce25bf05c5b19dc56f30e0f10cbbe9f2b,Lottery,v0.4.24,0 Ether,36,-,5/28/2018
0xf885eafdfafbf8ef15a7799aff65b52e6ea23118,Token,v0.4.24,0 Ether,36,,5/25/2018
0xee4458e052b533b1aabd493b5f8c4d85d7b263dc,Pass1,v0.4.23,0 Ether,36,-,5/22/2018
0x96387e69fac1d3b63e31a3a70ee3a06761887759,StandardToken,v0.4.23,0 Ether,36,,5/15/2018
0x602454de8fffae1ad6bdcd58f2a6e98f92bc63ec,Refundable,v0.4.23,0 Ether,36,-,5/15/2018
0x2d1fbbd6f82738ca00b09024a81e12a8816a22bc,C3_TokenCreate,v0.4.24,0 Ether,36,,5/13/2018
0x06583160e024426d8560832f0883396726e40f29,Jackpot,v0.4.20,0 Ether,36,-,5/12/2018
0xA3CEaC0AAc5c5d868973e546cE4731Ba90e873c2,CrowdsaleTokenExt,v0.4.11,0 Ether,36,,5/11/2018
0x94dec5b089cd891ebe84f66f5ed8ab105895faab,MonoretoPreIco,v0.4.23,0 Ether,36,,5/8/2018
0x452ee11eb4ed8e709c510659f31c4942c14ff608,EthMash,v0.4.23,0.1 Ether,36,-,5/1/2018
0xf9a1ba0b8939be95d3cb2cfbad075fbe9944bf03,cosmicDice,v0.4.23,0.00039975614840832 Ether,36,-,4/29/2018
0x03324c5bce64a142f0110040851574903516b2ac,DarkPool1,v0.4.22,0 Ether,36,,4/19/2018
0x4f411afeea9ebb9bd6a821adc105078e7bd5e688,YOLOCASH,v0.4.21,0 Ether,36,-,4/16/2018
0x0297fdbcb9c2023bc05ad44c9f6e69b0ae6261ce,Convert,v0.4.21,0 Ether,36,,4/7/2018
0x7d1fc94095ad089c00428c3915f811936d043b54,CryptoTreasure,v0.4.19,2.7395999237963776 Ether,36,-,4/6/2018
0x2CBB9161049920eba8dC50e520d10605A7Ec9584,PrivateSaleExchangeRate,v0.4.21,0 Ether,36,,4/2/2018
0x682b75e6fc80ea337074cc2e0a8565101d5f476f,Token,v0.4.21,0 Ether,36,,3/28/2018
0xd37ee648f2ab200e4a16ebcba98f212512f55007,TXOsale,v0.4.21,0 Ether,36,,3/23/2018
0xda32d3814b10aee35dcba4de4f6b2259916f9cbb,Swap,v0.4.18,0 Ether,36,-,3/21/2018
0x033fd9f42f7e1566b893b31078a62b2b959ebd72,TRLCoinSale,v0.4.20,0 Ether,36,,3/7/2018
0x3b8682acc08584d2cbdda4431b891d0323c24b56,LoveContribution,v0.4.20,0 Ether,36,,3/2/2018
0x69d94dc74dcdccbadec877454a40341ecac34a7c,IRideToken,v0.4.19,0 Ether,36,,2/28/2018
0x9cc5404e0ad06fe0ff4d2c7cc5f28a32ae95e483,Adoption,v0.4.20,0.001 Ether,36,-,2/25/2018
0x1dc8c1b2f767e9e7b346f2056d0976523ba6b1d9,Decibel,v0.4.19,0 Ether,36,-,2/11/2018
0xf89ba2862dfae69bc2546568d56b087d7454c9c9,ERC20Token,v0.4.19,0 Ether,36,-,2/10/2018
0x36490a555a0019ea8457401584de111213ebd31a,CTV,v0.4.18,0 Ether,36,-,2/3/2018
0x6eef1677aa5bb4bb71fa676020d13068eb0357bd,TokenERC20,v0.4.18,0 Ether,36,,1/25/2018
0xa427fac47100e82d79e8c90ec8e2fca6f1364c21,VeryImportantCoin,v0.4.19,0 Ether,36,-,1/24/2018
0x5884969ec0480556e11d119980136a4c17edded1 (Pethereum),Pethereum,v0.4.15,0 Ether,36,-,1/11/2018
0x73bb668896012d42e1f8be7a7a981cce88f88674,CappedCrowdsale,v0.4.19,0 Ether,36,,1/3/2018
0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2,BitProCoinX,v0.4.19,0.007053750433826991 Ether,36,-,12/31/2017
0xadc21a504d7a589e868d675b0e6d3966c2b8e124,TestingFake,v0.4.11,0 Ether,36,,12/22/2017
0xa1ea6670edf54d0cf557491cc9be249dc25dc20b,SECRETSanity,v0.4.19,0 Ether,36,-,12/20/2017
0x3ef1d9870c18e24547aeb02461497fb052eff111 (MajatoToken),MjtToken,v0.4.19,0 Ether,36,,12/15/2017
0x00416B9d728069eDB0cEb04bC2b203fA7336d1F1,AversafeSeedCrowdsale,v0.4.18,0 Ether,36,,11/29/2017
0x81912d0b2b549779805a407f9b916aee3216cc3a,AngryToken,v0.4.18,0 Ether,36,-,11/19/2017
0xf24d3dfffcaf9f9a5dda9c57eeeb1ac0bba49c86 (XmasToken),XmasToken,v0.4.15,0 Ether,36,,11/8/2017
0x2eb9cc28c34c6d427aac9f259ee5c4b33f1c4448,Doftcoin,v0.4.17,0 Ether,36,-,9/28/2017
0x44F12955189e3F01BE5daF1dd9002Ee4D774F42B (AfterSchoolToken),AfterSchoolCrowdsaleToken,v0.4.17,0 Ether,36,-,9/25/2017
0x5d1f222108e1a27f95c596f5df289e61068537ab,MoonDustDividends,v0.4.21,0.912358006120488961 Ether,35,-,6/2/2018
0xaf5a7813c6433855e3d4da427c6ad392130f089d,Bounty0xEscrow,v0.4.24,0 Ether,35,-,5/25/2018
0xf45ee2519203fe8b77c1f05de75cf5f405bf9011,token,v0.4.23,0 Ether,35,,5/22/2018
0x0998b46a9cae6e1ac423b313ac5320cdb4623239,Halo3D,v0.4.23,0.000004630081703938 Ether,35,,5/12/2018
0x9c09F831511103c57bde5803288e9ef421f614ea,CrowdsaleTokenExt,v0.4.11,0 Ether,35,,5/11/2018
0x610457ba92b4f6d4ec57c1226177864f0d06dd49,PresalePool,v0.4.19,0 Ether,35,,5/9/2018
0xea68d87ae3a55ba91c1a8e6488627a175be81588,PreSale,v0.4.17,13.132 Ether,35,,5/3/2018
0xc3424fe8fb83002b35f96c9618a15d06ddec0c68,ETHButton,v0.4.21,0.00200000000000001 Ether,35,,5/3/2018
0xd31418058d7fa4df8da916f62050ead4c35fb8e4,Moongang,v0.4.23,0 Ether,35,,4/29/2018
0x85d3addef1a2b104edb5c1e9475b6d5496fd5138,LuckyDice,v0.4.23,0 Ether,35,-,4/28/2018
0x9ef15d682f48b23bed7612bbc21b61160e628ea5,Crowdsale,v0.4.23,0 Ether,35,,4/25/2018
0xe5907B3B590440B1DC8242C7923f0BF09cF281cA,Gentingchain,v0.4.19,0 Ether,35,,4/22/2018
0xb44a823579aa618b96d6f20a3330901e85f96f73,SaleClockAuction,v0.4.21,0 Ether,35,,4/16/2018
0xa6d96dc5ac3515416ec6a23f89e3d5bf5c6fbd66,MyCoin,v0.4.21,0 Ether,35,,4/16/2018
0x85db0c54146cc45c5f25e6da6ea6a4b93696c935,SCCAIToken,v0.4.21,0 Ether,35,,4/10/2018
0x23536d03bc1d25e8fcf74dd32b1decf9a65408be,Jii,v0.4.21,0 Ether,35,-,4/7/2018
0x1dab4bbc3e8f0a0fa5e5f67890e715bc9285f359,B24Token,v0.4.19,0 Ether,35,-,4/7/2018
0x28ed4e3751e12dc10aae6c4e40be1a3dad989483,DeneumCrowdsale,v0.4.20,0 Ether,35,,4/2/2018
0xb4b58b6ca30e18fa96de0fbbf9ac363aace33277,CUBES,v0.4.19,0 Ether,35,-,3/31/2018
0x8a1ce73cef5b49a250c58ccf9a145d87925ea438,Ssnc,v0.4.19,0 Ether,35,-,3/31/2018
0x7e03b8f86b9cfade0328a4a2c7588a659972129b,EOSBetDice,v0.4.21,0 Ether,35,,3/28/2018
0xbdcf9da780448d62b741ce7a68877c7aad41e4b5,ECToken,v0.4.18,0.0091728 Ether,35,,3/21/2018
0x854Fcd48F7210712E1d3660539A96186A17D299F,CGToken,v0.4.21,0 Ether,35,-,3/21/2018
0x7b68db88fd49062de18d32df9ad9a46475bac37d,ETHDistributor,v0.4.20,0 Ether,35,,3/4/2018
0x07811f3a951e21ceff95f160e691df1ea29f0de4,AssetCoin,v0.4.20,0 Ether,35,-,2/26/2018
0x79d03e5c093fee6f489a9bdc2f3e0103da9b5ef7,Coinsling,v0.4.19,0.0497585238984826 Ether,35,,2/26/2018
0x4525e75ce3d340eee093fbae86637d9aee4e2b3d,ArtyCoin,v0.4.19,0 Ether,35,,2/13/2018
0x53562419e435cbae65d73e7eae2723a43e6cd887,BXXToken,v0.4.19,0 Ether,35,,2/12/2018
0x3364fb62274ad4659bc5162a9ba4b84c73784f58 (NuvusGetxToken),GetxToken,v0.4.19,0 Ether,35,-,2/9/2018
0xfe8a1f99bb63a2a2d504be851b12eb932f112a2a,DocSigner,v0.4.19,0 Ether,35,-,2/7/2018
0x9195e00402abe385f2d00a32af40b271f2e87925 (EtheeraToken),EtheeraToken,v0.4.19,0 Ether,35,,2/7/2018
0x29632c10d76bd1aed6b1524bf5bde4c992610670,ApplicationEntity,v0.4.17,0 Ether,35,,2/2/2018
0x85bae89dcf0598fb835e2e015b72c3c67a65896a,Verdot,v0.4.19,0 Ether,35,-,2/1/2018
0x42a501903afaa1086b5975773375c80e363f4063,CryptykTokens,v0.4.15,0 Ether,35,,1/29/2018
0xb44808b969eb2500223b64053acd1d0cf1cba675,Countdown,v0.4.19,0 Ether,35,-,1/25/2018
0x36770ff967bd05248b1c4c899ffb70caa3391b84,Bank,v0.4.18,0 Ether,35,,1/14/2018
0xee18db0a1432ef18f990786cb3bf3b7294345420,PXTToken,v0.4.19,0 Ether,35,,12/31/2017
0xc4d6f5bfd149faf37a0decee946251820fe4816b,ERC20Token,v0.4.20,0 Ether,35,-,12/24/2017
0x9ec24797e04015bcd7850245a2a453d7215120d3,PlayBetsPreSale,v0.4.19,0 Ether,35,,12/21/2017
0xcd95fbb2d73bab7f04893253b13e66f28841ab24,GamblicaCoin,v0.4.19,0 Ether,35,-,12/20/2017
0xffb73ea8ecc96307d99b194051314204a2e38d51,Airdropper,v0.4.18,0 Ether,35,-,12/11/2017
0x651347bc940355451e02174ae5f0ba2475de5638,Per_Annum,v0.4.19,0 Ether,35,-,12/11/2017
0x1cff439e724fa1690d5b346ddedb3ed55013aad4,GBIT,v0.4.19,0 Ether,35,-,12/10/2017
0xcD1e5a7cfd56a99d57AaE976A0530826a600a2b3,Rexpax,v0.4.18,0 Ether,35,,12/5/2017
0x7035BCf55f1a38E5C33aE6AA4e5571dFe04BB77e,CrowdsaleTokenExt,v0.4.11,0 Ether,35,,12/1/2017
0xa29092c5bf434b5f94c2c3f8e895af04b4c8ee97,PreIco,v0.4.18,0 Ether,35,,11/19/2017
0x98528868cd4D2df2ddf04B4e2B4bEba38C17a18e,Token,v0.4.11,0 Ether,35,,11/11/2017
0xa6b9fd81d11122d150ffcc33fae17236a8342816,ETHBCrowdsale,v0.4.18,0 Ether,35,,11/1/2017
0xa1a156f6ef22f13f6fbaf8e1d11c7bf26402bd2a,SPCCrowdFund,v0.4.18,0 Ether,35,-,10/26/2017
0x638dB321775E03cf4c29207E0Bb228BbAFb76460 (CryptoMuseumTokenSale),CommonSale,v0.4.16,0 Ether,35,-,10/23/2017
0x925f94b875a2289bf300f9886fd2b8ca9dd0f12c,MultiSigWallet,v0.4.15,0 Ether,35,,10/13/2017
0xc8dbd480377235849b039343c27e4aca381b590a,DutchAuction,v0.4.17,0 Ether,35,,10/12/2017
0xcba6f10d1147b2c5a3d8d8cbd93c373b31c6c2c8 (VuePayToken),VuePayTokenSale,v0.4.17,2.958 Ether,35,,10/3/2017
0x985063dC56d133b2D2AD9BADA8978d8c5AdFC5c4,CustomToken,v0.4.17,0 Ether,35,,9/29/2017
0xA35E4a5C0C228a342c197e3440dFF1A584cc479C,SGNL,v0.4.17,0 Ether,35,-,9/28/2017
0xbc512b1d63110c286fd821a73855117fc395464d,MultiSigWalletWithDailyLimit,v0.4.16,0.011 Ether,35,-,9/19/2017
0xd3392f219db947b7d985c6567fb8487213b3fbec,CustomToken,v0.4.19,0 Ether,34,,5/21/2018
0x01d9e65c0de733546db1bff56f44d45065d94e17,ECommercePaymentSystem,v0.4.19,0 Ether,34,-,5/14/2018
0x01f9ed6f62ebf73f7f5e09c1cd07f0665e68b706,KimeraToken,v0.4.23,0 Ether,34,-,5/14/2018
0x3c09d822c8125d82690616a0a134a64c60da2028,EgeregToken,v0.4.23,0 Ether,34,,5/3/2018
0xc1e2097d788d33701ba3cc2773bf67155ec93fc4,IADOWR,v0.4.16,0 Ether,34,,4/16/2018
0x025cc54e5209b3e68ae0116ccede1a71ec313a87,GQHToken,v0.4.20,0 Ether,34,,4/1/2018
0x112573092d9cfafecb750a75b177c268dc5ff9c1,BETHERcoin,v0.4.21,0 Ether,34,-,4/1/2018
0x4c1ef44b89fdadaea76a6a8004a1b7a5b6a7f603,SMRTCoin,v0.4.21,0 Ether,34,-,3/26/2018
0x9312fc3ea7cf7f317fd09f433aacbe20ad700682,BACA,v0.4.21,0 Ether,34,-,3/26/2018
0x0c30f44f2b3261d68ebf2a6f7527bf662ba2a1fb,Eetgccoin,v0.4.21,0 Ether,34,,3/25/2018
0x132a108831f3da35338b5e7e76d6fbddfbff39e6,VOCOToken,v0.4.22,0 Ether,34,-,3/20/2018
0x471cd7a690b752e13826bbf3745a9111c66906f5,Ethergarden,v0.4.18,0.021 Ether,34,-,3/7/2018
0x35baa72038f127f9f8c8f9b491049f64f377914d,EPXToken,v0.4.18,0 Ether,34,,2/28/2018
0xc44dd977eee700a52028ba0e40aa546b4551881a,TheSevenSins,v0.4.20,0 Ether,34,-,2/27/2018
0xb8e63ef835b54fcd60282271212c75a32adb615c,TimeLockedController,v0.4.19,0 Ether,34,,2/27/2018
0xea16003b3df201f6d61384e63a3a2313a7fd7f29,PresalePool,v0.4.19,0 Ether,34,,2/23/2018
0x903ea33949AB7563C5058D08E3FD9329B80b2ff2,CrowdsaleTokenExt,v0.4.11,0 Ether,34,,2/21/2018
0xd1c5337280c12b79920ddbab67edd81ccb2bbf7b,BitCash,v0.4.18,0 Ether,34,-,2/14/2018
0xd8d35869b4672f529922ed9adbc45bc783670582,BitFluxADContract,v0.4.19,0 Ether,34,,2/12/2018
0xaE6D4920B24a28e47e04351455baCED95F638D9E (MDTokenPreICO),MDPreICO,v0.4.18,0 Ether,34,,2/12/2018
0x4122bc6e97f92acf56421e6365f9c03b692c988e,REAC,v0.4.19,0 Ether,34,-,2/9/2018
0x1b8a28d2185a7ab86ae40303b39f33278cc42130,WhiteList,v0.4.18,0 Ether,34,,2/7/2018
0xe249e7a6f5a9efee03b4c5090c77245ef6fe0f5e,B3T,v0.4.19,0 Ether,34,,1/21/2018
